NUMERO;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;RENDIMIENTO_UNO
1393;0;0;11;0;0;0;330;82;0;0;0;0;57;71;57;0;58;11;5;9;3;2016;1
1394;0;0;10;0;0;0;357;65;0;0;0;0;71;74;72;0;82;10;3;9;3;2016;1
1395;0;0;20;0;0;0;283;62;0;0;0;0;51;58;56;0;55;7;5;7;2;2016;1
1396;0;0;10;0;0;0;351;74;0;0;0;0;65;67;72;0;79;10;3;9;2;2016;2
1397;0;0;16;0;0;0;338;78;0;0;0;0;56;70;66;0;68;8;3;9;2;2016;1
1398;0;0;20;0;0;0;344;74;0;0;0;0;66;70;67;0;64;20;6;9;3;2016;2
1399;1;0;1;0;0;0;335;70;0;0;0;0;54;79;65;0;67;11;5;9;2;2016;2
1400;0;0;7;0;0;0;348;74;0;0;0;0;65;68;74;0;63;8;3;9;3;2016;2
1401;1;0;20;0;0;0;348;70;0;0;0;0;64;72;75;0;61;13;1;9;4;2016;2
1402;0;0;8;0;0;0;350;68;0;0;0;0;73;71;74;0;52;7;5;9;2;2016;1
1403;1;0;1;0;0;0;347;72;0;0;0;0;71;67;70;0;63;1;5;9;1;2016;2
1404;0;0;7;0;0;0;347;72;0;0;0;0;67;67;74;0;63;7;5;9;2;2016;2
1405;0;0;10;0;0;0;338;68;0;0;0;0;62;75;66;0;65;10;3;9;2;2016;2
1406;0;0;10;0;0;0;352;65;0;0;0;0;67;72;79;0;65;8;3;9;2;2016;2
1407;0;0;8;0;0;0;337;69;0;0;0;0;67;73;64;0;57;8;3;9;3;2016;2
1408;1;0;10;0;0;0;349;65;0;0;0;0;67;72;76;0;68;10;3;9;3;2016;2
1409;0;0;20;0;0;0;340;74;0;0;0;0;63;66;66;0;77;20;6;9;2;2016;2
1410;0;0;20;0;0;0;328;74;0;0;0;0;62;71;60;0;53;20;6;9;2;2016;1
1411;0;0;11;0;0;0;319;82;0;0;0;0;53;68;56;0;53;11;5;9;2;2016;1
1412;0;0;8;0;0;0;328;78;0;0;0;0;65;67;60;0;44;8;3;9;2;2016;1
1413;1;0;14;0;0;0;335;70;0;0;0;0;63;71;62;0;73;8;3;9;3;2016;2
1414;0;0;10;0;0;0;337;66;0;0;0;0;57;76;73;0;61;12;3;9;3;2016;2
1415;0;0;20;0;0;0;338;78;0;0;0;0;71;61;63;0;60;20;6;9;2;2016;2
1416;1;0;11;0;0;0;330;75;0;0;0;0;69;67;57;0;54;11;5;9;2;2016;2
1417;0;0;10;0;0;0;345;66;0;0;0;0;75;69;67;0;65;10;3;9;3;2016;2
1418;1;0;14;0;0;0;342;72;0;0;0;0;69;65;73;0;53;7;5;9;2;2016;2
1419;0;0;18;0;0;0;382;100;0;0;0;0;64;81;67;0;58;1;5;9;2;2016;2
1420;0;0;9;0;0;0;337;89;0;0;0;0;50;63;72;0;53;9;4;7;2;2016;2
1421;0;0;11;0;0;0;320;76;0;0;0;0;56;65;60;0;60;11;5;9;3;2016;2
1422;0;0;20;0;0;0;315;82;0;0;0;0;47;66;63;0;46;20;6;9;2;2016;2
1423;0;0;3;0;0;0;323;87;0;0;0;0;57;56;59;0;63;13;1;9;3;2016;2
1424;0;0;10;0;0;0;341;68;0;0;0;0;63;68;70;0;79;10;3;9;3;2016;2
1425;0;0;18;0;0;0;333;72;0;0;0;0;62;65;70;0;58;18;3;9;2;2016;2
1426;0;0;8;0;0;0;337;76;0;0;0;0;63;63;72;0;53;8;3;9;2;2016;2
1427;1;0;5;0;0;0;319;72;0;0;0;0;60;69;55;0;61;5;6;9;2;2016;2
1428;0;0;16;0;0;0;339;68;0;0;0;0;63;70;72;0;62;16;2;9;3;2016;2
1429;0;2;6;1;19;5;395;65;65;56;65;58;58;49;52;50;46;18;3;9;2;2016;2
1430;1;0;10;0;0;0;326;70;0;0;0;0;58;68;62;0;73;10;3;9;3;2016;2
1431;1;0;20;0;0;0;331;77;0;0;0;0;63;60;61;0;77;20;6;9;1;2016;2
1432;0;0;20;0;0;0;325;74;0;0;0;0;60;67;64;0;49;7;5;9;2;2016;2
1433;0;0;7;0;0;0;322;73;0;0;0;0;57;67;61;0;62;7;5;9;2;2016;2
1434;0;0;11;0;0;0;326;84;0;0;0;0;57;60;62;0;58;11;5;9;2;2016;2
1435;0;0;16;0;0;0;339;67;0;0;0;0;60;70;70;0;80;16;2;9;3;2016;1
1436;0;0;20;0;0;0;334;68;0;0;0;0;62;69;71;0;59;11;5;9;3;2016;1
1437;0;0;20;0;0;0;328;80;0;0;0;0;58;62;65;0;59;20;6;9;3;2016;2
1438;0;0;9;0;0;0;332;67;0;0;0;0;63;74;64;0;59;9;4;9;3;2016;2
1439;1;0;8;0;0;0;327;84;0;0;0;0;58;57;59;0;77;8;3;9;2;2016;2
1440;1;0;1;0;0;0;333;69;0;0;0;0;61;67;68;0;71;1;5;9;2;2016;2
1441;0;0;20;0;0;0;323;67;0;0;0;0;62;76;57;0;55;20;6;9;3;2016;2
1442;0;0;8;0;0;0;331;78;0;0;0;0;60;62;68;0;57;8;3;9;2;2016;1
1443;0;0;10;0;0;0;330;72;0;0;0;0;62;70;63;0;58;10;3;9;2;2016;1
1444;1;0;20;0;0;0;337;76;0;0;0;0;62;62;71;0;62;20;6;9;2;2016;2
1445;0;0;20;0;0;0;346;63;0;0;0;0;69;69;74;0;74;20;6;9;2;2016;1
1446;1;0;11;0;0;0;283;52;0;0;0;0;55;52;64;0;67;11;5;7;2;2016;1
1447;1;2;7;1;19;5;385;55;55;62;51;60;60;49;52;56;43;7;5;4;2;2016;1
1448;0;0;20;0;0;0;339;72;0;0;0;0;63;74;67;0;53;20;6;4;0;2016;2
1449;1;2;18;1;19;5;429;71;71;59;65;64;64;55;53;62;66;4;4;7;2;2016;1
1450;0;0;20;0;0;0;313;74;0;0;0;0;63;57;62;0;46;7;5;7;2;2016;2
1451;0;2;11;1;19;5;361;50;50;59;52;54;54;55;54;37;37;11;5;5;2;2016;2
1452;0;0;6;0;0;0;293;61;0;0;0;0;58;55;65;0;44;19;5;5;2;2016;2
1453;0;1;20;1;126;15;397;74;74;55;51;52;52;54;61;50;50;20;6;9;1;2016;2
1454;0;2;8;1;19;5;431;65;65;62;66;62;62;55;65;56;54;8;3;9;2;2016;1
1455;0;1;20;1;180;15;473;73;73;70;67;67;67;68;63;65;94;8;3;9;3;2016;2
1456;1;2;20;1;121;18;474;74;74;74;69;54;54;83;64;56;63;20;6;9;2;2016;1
1457;1;2;8;1;19;5;405;52;52;66;54;58;58;53;57;65;52;8;3;9;2;2016;2
1458;0;2;8;1;19;5;408;70;70;61;57;48;48;63;61;48;57;20;6;9;2;2016;2
1459;0;2;20;1;180;15;416;75;75;66;54;59;59;51;58;53;75;10;3;9;3;2016;2
1460;0;2;10;3;19;5;410;57;57;63;54;63;63;55;65;53;46;10;3;9;3;2016;1
1461;0;1;20;1;179;29;425;68;68;70;48;60;60;53;57;69;74;11;5;9;3;2016;1
1462;0;2;6;1;19;5;382;60;60;66;61;52;52;54;53;36;43;19;5;9;2;2016;1
1463;0;0;7;0;0;0;355;80;0;0;0;0;66;66;71;0;73;7;5;9;2;2016;2
1464;0;0;20;0;0;0;339;72;0;0;0;0;65;68;68;0;63;20;6;9;3;2016;1
1465;0;0;7;0;0;0;335;80;0;0;0;0;64;66;64;0;49;20;6;9;2;2016;2
1466;1;0;20;0;0;0;343;67;0;0;0;0;71;69;68;0;68;20;6;9;2;2016;1
1467;0;0;8;0;0;0;364;63;0;0;0;0;77;76;72;0;82;8;3;9;3;2016;1
1468;0;0;12;0;0;0;342;76;0;0;0;0;62;66;67;0;77;12;3;9;3;2016;3
1469;1;0;10;0;0;0;348;62;0;0;0;0;71;78;68;0;68;10;3;9;3;2016;3
1470;1;0;1;0;0;0;349;79;0;0;0;0;64;67;72;0;61;1;5;9;2;2016;3
1471;0;0;11;0;0;0;342;78;0;0;0;0;58;74;62;0;74;10;3;9;2;2016;2
1472;0;0;14;0;0;0;332;70;0;0;0;0;55;78;65;0;59;3;1;9;2;2016;3
1473;0;0;7;0;0;0;379;67;0;0;0;0;92;78;67;0;73;7;5;9;2;2016;1
1474;1;0;16;0;0;0;345;84;0;0;0;0;60;66;67;0;67;16;2;9;3;2016;2
1475;0;0;8;0;0;0;340;65;0;0;0;0;67;76;66;0;62;8;3;9;3;2016;2
1476;1;0;20;0;0;0;334;77;0;0;0;0;65;69;59;0;58;20;6;9;2;2016;3
1477;1;0;8;0;0;0;349;78;0;0;0;0;67;65;68;0;74;8;3;9;2;2016;3
1478;0;0;4;0;0;0;352;82;0;0;0;0;58;76;71;0;53;4;4;9;3;2016;3
1479;0;0;20;0;0;0;330;75;0;0;0;0;55;74;61;0;64;20;6;9;1;2016;1
1480;0;0;12;0;0;0;388;81;0;0;0;0;67;81;76;0;95;11;5;9;3;2016;1
1481;1;0;16;0;0;0;350;68;0;0;0;0;74;68;74;0;58;16;2;9;3;2016;1
1482;1;0;15;0;0;0;347;71;0;0;0;0;69;72;65;0;70;8;3;9;3;2016;3
1483;0;0;10;0;0;0;342;67;0;0;0;0;69;72;71;0;53;11;5;9;3;2016;2
1484;1;0;20;0;0;0;410;93;0;0;0;0;73;83;74;0;97;20;6;9;3;2016;3
1485;0;0;10;0;0;0;370;72;0;0;0;0;75;72;80;0;65;10;3;9;2;2016;2
1486;1;0;15;0;0;0;365;88;0;0;0;0;64;61;81;0;67;5;6;9;2;2016;2
1487;1;0;20;0;0;0;328;67;0;0;0;0;66;70;61;0;61;20;6;4;1;2016;1
1488;1;0;20;0;0;0;320;64;0;0;0;0;64;67;64;0;55;20;6;2;1;2016;2
1489;0;0;20;0;0;0;288;55;0;0;0;0;53;60;63;0;57;20;6;7;3;2016;2
1490;0;0;20;0;0;0;318;70;0;0;0;0;62;73;57;0;41;20;6;9;2;2016;2
1491;1;2;10;1;19;5;453;83;83;56;66;56;56;62;68;62;66;10;3;9;3;2016;2
1492;0;2;20;1;57;6;412;60;60;66;50;64;64;49;61;62;46;11;5;9;3;2016;3
1493;0;0;9;0;0;0;408;64;64;62;59;52;52;54;58;59;61;9;4;9;2;2016;2
1494;0;2;9;1;19;5;422;75;75;56;65;67;67;59;52;48;54;9;4;9;3;2016;3
1495;0;1;11;1;19;5;419;63;63;70;52;58;58;67;59;50;57;8;3;9;2;2016;2
1496;0;1;16;1;19;5;490;98;98;87;59;60;60;64;66;56;56;19;5;9;1;2016;1
1497;1;1;8;1;19;5;408;68;68;50;66;62;62;49;57;56;57;8;3;9;2;2016;2
1498;0;1;4;1;19;5;422;71;71;53;61;60;60;53;59;65;59;4;4;9;2;2016;2
1499;1;0;19;0;0;0;291;84;84;0;0;66;66;67;0;0;0;19;5;11;2;2016;2
1500;0;0;7;0;0;0;429;75;75;69;59;55;55;58;0;55;0;7;5;11;2;2016;3
1501;0;0;11;0;0;0;270;82;82;0;0;66;66;64;0;0;0;11;5;11;2;2016;2
1502;0;0;16;0;0;0;355;67;0;0;0;0;69;78;74;0;59;8;3;9;3;2017;2
1503;0;0;1;0;0;0;366;77;0;0;0;0;74;74;68;0;74;1;5;9;3;2017;2
1504;0;0;6;0;0;0;347;79;0;0;0;0;69;67;66;0;60;20;6;9;3;2017;1
1505;1;0;13;0;0;0;355;74;0;0;0;0;71;66;69;0;83;8;3;9;3;2017;2
1506;1;0;11;0;0;0;375;77;0;0;0;0;76;75;76;0;64;11;5;9;3;2017;2
1507;1;0;15;0;0;0;368;72;0;0;0;0;72;72;70;0;100;4;4;9;2;2017;2
1508;1;1;16;1;19;5;428;65;65;74;59;56;56;59;57;58;39;7;5;9;2;2017;2
1509;1;0;2;0;0;0;294;58;0;0;0;0;63;60;58;0;48;5;6;7;2;2017;1
1510;0;0;16;0;0;0;342;86;0;0;0;0;62;66;59;0;70;8;3;9;3;2017;2
1511;0;1;20;1;139;18;478;78;78;74;70;60;60;65;72;59;50;20;6;9;1;2017;1
1512;0;0;20;0;0;0;350;83;0;0;0;0;67;70;62;0;63;7;5;9;2;2017;1
1513;1;0;10;0;0;0;356;74;0;0;0;0;70;71;69;0;73;12;3;9;3;2017;2
1514;1;0;16;0;0;0;349;72;0;0;0;0;74;69;64;0;70;8;3;9;2;2017;2
1515;1;0;3;0;0;0;351;71;0;0;0;0;74;70;68;0;64;3;1;9;2;2017;2
1516;1;0;19;0;0;0;353;73;0;0;0;0;72;68;67;0;77;19;5;9;2;2017;2
1517;1;0;11;0;0;0;392;81;0;0;0;0;82;77;74;0;77;20;6;9;2;2017;2
1518;0;0;4;0;0;0;338;75;0;0;0;0;58;73;65;0;68;4;4;9;3;2017;2
1519;1;0;2;0;0;0;366;73;0;0;0;0;72;74;72;0;80;2;1;9;4;2017;2
1520;1;0;20;0;0;0;342;78;0;0;0;0;64;74;60;0;62;9;4;9;3;2017;2
1521;0;0;20;0;0;0;369;76;0;0;0;0;76;77;66;0;75;20;6;9;1;2017;2
1522;1;0;11;0;0;0;354;72;0;0;0;0;73;70;69;0;69;11;5;9;2;2017;2
1523;1;0;7;0;0;0;357;68;0;0;0;0;72;74;67;0;84;8;3;9;3;2017;1
1524;0;0;10;0;0;0;344;76;0;0;0;0;61;73;68;0;64;10;3;9;2;2017;2
1525;0;0;3;0;0;0;350;74;0;0;0;0;68;69;66;0;80;16;2;9;3;2017;1
1526;0;0;4;0;0;0;366;78;0;0;0;0;70;73;73;0;70;7;5;9;2;2017;2
1527;1;0;16;0;0;0;359;74;0;0;0;0;75;71;66;0;75;16;2;9;3;2017;2
1528;0;0;20;0;0;0;341;71;0;0;0;0;66;74;60;0;74;20;6;9;2;2017;2
1529;1;0;14;0;0;0;357;74;0;0;0;0;69;72;69;0;75;16;2;9;3;2017;2
1530;0;0;20;0;0;0;355;73;0;0;0;0;78;66;69;0;66;20;6;9;2;2017;2
1531;1;0;14;0;0;0;364;85;0;0;0;0;66;72;69;0;71;18;3;9;3;2017;2
1532;0;0;4;0;0;0;358;75;0;0;0;0;71;70;70;0;72;4;4;9;2;2017;2
1533;0;0;20;0;0;0;352;75;0;0;0;0;69;70;64;0;82;20;6;9;3;2017;2
1534;0;0;1;0;0;0;357;78;0;0;0;0;67;72;68;0;74;10;3;9;3;2017;2
1535;1;0;7;0;0;0;348;73;0;0;0;0;66;72;64;0;79;8;3;9;3;2017;2
1536;0;0;2;0;0;0;353;74;0;0;0;0;71;67;70;0;72;10;3;9;3;2017;2
1537;0;0;7;0;0;0;344;75;0;0;0;0;70;70;60;0;69;8;3;9;3;2017;2
1538;0;0;7;0;0;0;356;70;0;0;0;0;69;70;78;0;69;8;3;9;2;2017;1
1539;0;0;10;0;0;0;351;72;0;0;0;0;71;71;65;0;74;10;3;9;3;2017;1
1540;0;0;9;0;0;0;357;79;0;0;0;0;66;66;73;0;75;9;4;9;3;2017;2
1541;0;0;8;0;0;0;373;77;0;0;0;0;72;69;77;0;83;8;3;9;3;2017;1
1542;0;0;20;0;0;0;366;71;0;0;0;0;74;74;74;0;73;20;6;9;1;2017;2
1543;0;0;9;0;0;0;339;73;0;0;0;0;65;73;60;0;68;9;4;9;2;2017;1
1544;0;0;20;0;0;0;371;79;0;0;0;0;73;71;73;0;79;20;6;9;2;2017;2
1545;0;0;20;0;0;0;354;72;0;0;0;0;68;72;71;0;69;20;6;9;3;2017;2
1546;0;0;9;0;0;0;354;78;0;0;0;0;67;63;74;0;74;9;4;9;4;2017;2
1547;0;0;16;0;0;0;345;74;0;0;0;0;66;77;63;0;58;16;2;9;3;2017;2
1548;1;0;20;0;0;0;354;72;0;0;0;0;67;73;70;0;71;20;6;9;3;2017;3
1549;0;0;10;0;0;0;359;75;0;0;0;0;74;73;67;0;66;10;3;9;3;2017;1
1550;1;0;20;0;0;0;373;79;0;0;0;0;69;79;72;0;72;20;6;9;3;2017;2
1551;0;0;8;0;0;0;362;77;0;0;0;0;78;67;71;0;62;8;3;9;2;2017;2
1552;1;0;10;0;0;0;350;75;0;0;0;0;67;67;69;0;74;5;6;9;2;2017;1
1553;0;0;15;0;0;0;356;71;0;0;0;0;65;72;79;0;62;18;3;9;3;2017;1
1554;0;0;15;0;0;0;355;72;0;0;0;0;66;71;75;0;70;16;2;9;3;2017;1
1555;0;0;9;0;0;0;349;79;0;0;0;0;65;68;67;0;72;9;4;9;2;2017;2
1556;0;0;20;0;0;0;355;69;0;0;0;0;73;71;71;0;67;20;6;9;2;2017;2
1557;0;0;10;0;0;0;366;80;0;0;0;0;67;72;77;0;63;10;3;9;2;2017;2
1558;0;0;20;0;0;0;339;72;0;0;0;0;68;61;70;0;72;20;6;4;2;2017;1
1559;1;0;20;0;0;0;351;75;0;0;0;0;73;69;65;0;63;20;6;9;2;2017;2
1560;1;0;9;0;0;0;361;75;0;0;0;0;67;76;70;0;73;9;4;9;3;2017;2
1561;0;0;4;0;0;0;354;74;0;0;0;0;69;68;70;0;78;4;4;9;3;2017;2
1562;0;0;6;0;0;0;304;69;0;0;0;0;55;60;61;0;55;7;5;5;2;2017;2
1563;0;1;8;1;19;5;439;68;68;65;70;62;62;68;50;56;54;8;3;9;2;2017;2
1564;1;0;20;0;0;0;362;73;0;0;0;0;75;71;70;0;71;20;6;9;3;2017;2
1565;0;0;8;0;0;0;347;79;0;0;0;0;62;66;68;0;77;8;3;9;2;2017;1
1566;0;0;13;0;0;0;372;78;0;0;0;0;73;69;81;0;64;20;6;9;2;2017;3
1567;1;0;1;0;0;0;360;70;0;0;0;0;65;70;73;0;100;11;5;9;4;2017;1
1568;0;0;9;0;0;0;357;74;0;0;0;0;68;70;74;0;69;9;4;9;3;2017;2
1569;0;0;14;0;0;0;364;75;0;0;0;0;67;79;74;0;62;18;3;9;2;2017;2
1570;0;0;17;0;0;0;352;69;0;0;0;0;63;77;73;0;70;8;3;9;3;2017;1
1571;1;0;18;0;0;0;316;55;0;0;0;0;70;66;63;0;64;19;5;7;1;2017;2
1572;1;0;6;0;0;0;341;80;0;0;0;0;64;67;65;0;59;6;5;9;3;2017;2
1573;1;0;1;0;0;0;374;80;0;0;0;0;79;68;72;0;74;1;5;9;4;2017;1
1574;1;0;14;0;0;0;354;66;0;0;0;0;68;74;72;0;83;19;5;9;2;2017;2
1575;0;0;14;0;0;0;361;75;0;0;0;0;74;73;70;0;63;8;3;9;2;2017;2
1576;0;0;10;0;0;0;394;94;0;0;0;0;71;79;74;0;71;20;6;9;1;2017;2
1577;1;0;1;0;0;0;347;75;0;0;0;0;65;70;65;0;75;1;5;9;3;2017;2
1578;1;0;7;0;0;0;349;73;0;0;0;0;69;68;68;0;74;18;3;9;3;2017;2
1579;0;0;10;0;0;0;356;68;0;0;0;0;65;80;65;0;91;10;3;9;2;2017;1
1580;0;0;9;0;0;0;340;80;0;0;0;0;62;67;66;0;60;20;6;9;1;2017;2
1581;0;0;7;0;0;0;348;80;0;0;0;0;67;66;67;0;66;7;5;9;2;2017;1
1582;0;0;20;0;0;0;300;59;0;0;0;0;59;64;59;0;59;20;6;5;3;2017;1
1583;0;0;18;0;0;0;366;71;0;0;0;0;71;74;69;0;100;18;3;9;3;2017;1
1584;1;0;20;0;0;0;347;77;0;0;0;0;65;68;69;0;67;20;6;9;2;2017;2
1585;0;0;9;0;0;0;366;76;0;0;0;0;71;71;74;0;77;9;4;9;2;2017;1
1586;0;0;10;0;0;0;361;74;0;0;0;0;74;75;68;0;66;10;3;9;3;2017;1
1587;1;0;9;0;0;0;359;77;0;0;0;0;69;71;74;0;59;8;3;9;2;2017;2
1588;0;2;16;1;19;5;451;78;78;59;70;65;65;62;63;54;52;8;3;9;2;2017;1
1589;1;0;8;0;0;0;358;68;0;0;0;0;75;71;70;0;81;8;3;9;2;2017;2
1590;0;0;20;0;0;0;343;80;0;0;0;0;60;66;69;0;67;20;6;9;2;2017;1
1591;1;0;14;0;0;0;362;75;0;0;0;0;78;68;70;0;70;16;2;9;3;2017;3
1592;1;0;20;0;0;0;342;77;0;0;0;0;63;75;59;0;68;5;6;9;2;2017;3
1593;0;0;10;0;0;0;354;79;0;0;0;0;71;70;65;0;63;10;3;9;3;2017;2
1594;0;0;12;0;0;0;350;77;0;0;0;0;78;69;60;0;62;12;3;9;3;2017;2
1595;1;0;4;0;0;0;348;72;0;0;0;0;69;72;66;0;66;4;4;9;3;2017;1
1596;0;0;8;0;0;0;360;72;0;0;0;0;69;73;76;0;64;8;3;9;3;2017;1
1597;0;0;8;0;0;0;382;85;0;0;0;0;75;74;70;0;79;16;2;9;3;2017;3
1598;0;0;18;0;0;0;356;76;0;0;0;0;63;71;73;0;74;10;3;9;4;2017;1
1599;1;0;10;0;0;0;344;74;0;0;0;0;66;71;66;0;65;10;3;9;2;2017;2
1600;0;0;7;0;0;0;358;73;0;0;0;0;71;72;70;0;69;7;5;9;2;2017;2
1601;0;0;20;0;0;0;352;83;0;0;0;0;65;69;68;0;61;20;6;9;2;2017;1
1602;0;0;14;0;0;0;351;71;0;0;0;0;71;69;72;0;67;8;3;9;3;2017;3
1603;0;0;9;0;0;0;357;71;0;0;0;0;74;73;68;0;71;9;4;9;2;2017;2
1604;0;0;8;0;0;0;352;73;0;0;0;0;70;69;65;0;83;8;3;9;3;2017;2
1605;0;0;12;0;0;0;349;74;0;0;0;0;70;67;67;0;74;11;5;9;3;2017;1
1606;0;0;11;0;0;0;352;72;0;0;0;0;69;70;70;0;73;11;5;9;2;2017;2
1607;1;0;10;0;0;0;352;72;0;0;0;0;75;71;59;0;84;20;6;9;2;2017;3
1608;0;0;9;0;0;0;340;72;0;0;0;0;60;72;68;0;70;9;4;9;3;2017;2
1609;0;0;1;0;0;0;344;66;0;0;0;0;59;79;70;0;71;11;5;9;2;2017;2
1610;0;0;8;0;0;0;350;69;0;0;0;0;71;70;72;0;64;8;3;9;3;2017;3
1611;0;0;8;0;0;0;344;72;0;0;0;0;68;69;66;0;71;8;3;9;3;2017;2
1612;0;0;20;0;0;0;340;76;0;0;0;0;65;69;65;0;58;20;6;9;2;2017;2
1613;0;0;10;0;0;0;351;73;0;0;0;0;69;67;70;0;76;10;3;9;2;2017;2
1614;0;0;4;0;0;0;346;72;0;0;0;0;71;69;62;0;78;4;4;9;2;2017;1
1615;1;0;11;0;0;0;348;69;0;0;0;0;71;71;68;0;66;11;5;9;2;2017;2
1616;1;0;12;0;0;0;351;73;0;0;0;0;74;66;66;0;73;7;5;9;2;2017;2
1617;0;0;11;0;0;0;358;71;0;0;0;0;71;67;78;0;68;11;5;9;2;2017;1
1618;1;0;9;0;0;0;340;73;0;0;0;0;64;70;63;0;75;10;3;9;3;2017;3
1619;0;0;7;0;0;0;342;73;0;0;0;0;64;71;65;0;67;7;5;9;2;2017;1
1620;0;0;1;0;0;0;353;72;0;0;0;0;79;66;69;0;60;1;5;9;2;2017;1
1621;0;0;19;0;0;0;342;72;0;0;0;0;62;73;66;0;70;19;5;9;1;2017;2
1622;0;0;1;0;0;0;341;67;0;0;0;0;62;77;65;0;71;11;5;9;2;2017;2
1623;0;0;10;0;0;0;341;76;0;0;0;0;72;68;60;0;57;18;3;9;2;2017;2
1624;0;0;10;0;0;0;353;68;0;0;0;0;70;71;75;0;67;10;3;9;2;2017;2
1625;1;0;16;0;0;0;335;79;0;0;0;0;69;62;56;0;73;15;3;9;2;2017;3
1626;1;0;0;0;0;0;362;73;0;0;0;0;72;73;72;0;73;8;3;9;2;2017;2
1627;0;0;0;0;0;0;339;68;0;0;0;0;68;67;69;0;65;11;5;9;2;2017;2
1628;0;0;0;0;0;0;318;68;0;0;0;0;63;64;60;0;59;20;6;4;1;2017;1
1629;0;0;0;0;0;0;351;79;0;0;0;0;59;74;68;0;74;8;3;9;2;2017;2
1630;0;0;0;0;0;0;344;70;0;0;0;0;72;66;65;0;74;9;4;9;2;2017;2
1631;0;0;0;0;0;0;344;73;0;0;0;0;50;84;71;0;61;20;6;9;2;2017;1
1632;0;0;0;0;0;0;339;72;0;0;0;0;64;67;66;0;73;8;3;9;2;2017;1
1633;0;0;0;0;0;0;344;71;0;0;0;0;66;68;68;0;75;8;3;9;2;2017;2
1634;0;0;0;0;0;0;373;80;0;0;0;0;67;70;80;0;79;10;3;9;3;2017;1
1635;0;0;0;0;0;0;340;71;0;0;0;0;71;69;63;0;64;9;4;9;3;2017;2
1636;1;0;0;0;0;0;382;84;0;0;0;0;80;75;72;0;60;20;6;9;2;2017;2
1637;0;0;0;0;0;0;346;74;0;0;0;0;62;73;68;0;68;10;3;9;3;2017;1
1638;1;0;0;0;0;0;346;66;0;0;0;0;68;73;69;0;75;20;6;9;2;2017;1
1639;1;0;0;0;0;0;341;71;0;0;0;0;62;67;74;0;65;16;2;9;3;2017;2
1640;0;0;0;0;0;0;340;75;0;0;0;0;67;67;67;0;54;8;3;9;2;2017;2
1641;0;0;0;0;0;0;353;78;0;0;0;0;63;76;66;0;70;8;3;9;3;2017;1
1642;0;0;0;0;0;0;342;69;0;0;0;0;77;67;61;0;68;2;1;9;2;2017;2
1643;1;0;0;0;0;0;347;74;0;0;0;0;67;68;65;0;81;12;3;9;3;2017;2
1644;0;0;0;0;0;0;327;77;0;0;0;0;58;65;64;0;59;3;1;9;2;2017;2
1645;0;0;0;0;0;0;346;70;0;0;0;0;69;68;69;0;72;3;1;9;2;2017;2
1646;0;0;0;0;0;0;335;76;0;0;0;0;65;63;70;0;49;11;5;9;3;2017;1
1647;0;0;0;0;0;0;346;73;0;0;0;0;74;64;69;0;59;20;6;9;3;2017;2
1648;0;0;0;0;0;0;348;69;0;0;0;0;74;64;71;0;73;20;6;9;2;2017;2
1649;0;0;0;0;0;0;335;74;0;0;0;0;66;74;58;0;55;18;3;9;2;2017;1
1650;1;1;0;1;22;28;398;63;63;72;64;51;51;54;46;48;48;10;3;9;3;2017;2
1651;0;0;0;0;0;0;339;69;0;0;0;0;63;67;69;0;72;20;6;4;1;2017;1
1652;0;0;0;0;0;0;330;68;0;0;0;0;55;69;69;0;75;10;3;2;3;2017;2
1653;1;0;0;0;0;0;339;70;0;0;0;0;60;67;72;0;74;16;2;9;3;2017;1
1654;1;0;0;0;0;0;340;68;0;0;0;0;66;71;66;0;72;11;5;9;2;2017;2
1655;1;0;0;0;0;0;338;68;0;0;0;0;68;68;66;0;71;14;2;9;3;2017;2
1656;1;0;0;0;0;0;341;74;0;0;0;0;61;70;64;0;79;8;3;9;2;2017;2
1657;1;0;0;0;0;0;359;65;0;0;0;0;80;70;72;0;72;11;5;9;2;2017;2
1658;0;0;0;0;0;0;364;73;0;0;0;0;72;73;73;0;75;10;3;9;3;2017;1
1659;0;0;0;0;0;0;380;84;0;0;0;0;75;76;71;0;66;9;4;9;3;2017;2
1660;0;0;0;0;0;0;349;75;0;0;0;0;68;62;70;0;84;6;5;9;2;2017;2
1661;0;0;0;0;0;0;335;73;0;0;0;0;60;72;64;0;65;5;6;9;2;2017;2
1662;0;0;0;0;0;0;335;72;0;0;0;0;67;67;62;0;68;10;3;9;3;2017;2
1663;1;0;0;0;0;0;344;74;0;0;0;0;71;66;62;0;76;10;3;9;2;2017;1
1664;0;0;0;0;0;0;342;68;0;0;0;0;64;67;73;0;72;6;5;9;2;2017;2
1665;0;0;0;0;0;0;340;72;0;0;0;0;64;70;68;0;62;19;5;9;2;2017;1
1666;0;0;0;0;0;0;335;70;0;0;0;0;65;67;64;0;75;20;6;9;2;2017;2
